Analyte#	Protein ID	Entry Name	Protein Description	Gene	Contaminants	Protein Group	Sub Group	Number of  Used Peptide Ions	Value.NM	Value.MIC	Numb.NM	Numb.MIC	Median.NM	Median.MIC	Avg.NM	Avg.MIC	STD.NM	STD.MIC	CV.NM	CV.MIC	pval.Multiple.ANOVA	pval.NM.vs.MIC.ttest
733	XP_003730833.1	---	XP_003730833.1 mixed lineage kinase domain-like protein [Strongylocentrotus purpuratus]	---	N	445	a	8	1.076; 1.006; 0.972	1.635; 0.505; 1	3	3	1.006	1.000	1.018	1.047	0.053	0.566	5.21	54.06	0.934647934794616	0.934647934794616
734	XP_003730849.1	---	XP_003730849.1 synergin gamma isoform X1 [Strongylocentrotus purpuratus]	---	N	5129	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
735	XP_003730859.1	---	XP_003730859.1 NEDD8-conjugating enzyme Ubc12 [Strongylocentrotus purpuratus]	---	N	446	a	9	1.004; 1.074; 1	0.881; 0.963; 0.963	3	3	1.004	0.963	1.026	0.936	0.042	0.047	4.09	5.02	0.0680528265778448	0.0680528265778448
736	XP_003730931.1	---	XP_003730931.1 solute carrier family 28 member 3 isoform X2 [Strongylocentrotus purpuratus]	---	N	5130	a	1	0.858; 2.785; 1	---; 1.515; 0.616	3	2	1.000	1.065	1.548	1.065	1.074	0.636	69.38	59.72	---	---
737	XP_003730937.1	---	XP_003730937.1 heparan sulfate 2-O-sulfotransferase 1 [Strongylocentrotus purpuratus]	---	N	5131	a	1	0.548; ---; 1	---; 1.287; 1	2	2	0.774	1.144	0.774	1.144	0.320	0.203	41.34	17.74	---	---
738	XP_003730955.1	---	XP_003730955.1 protein TSSC4 [Strongylocentrotus purpuratus]	---	N	447	a	5	1.021; 1.102; 0.969	0.758; 1.096; 1.076	3	3	1.021	1.076	1.031	0.977	0.067	0.190	6.50	19.45	0.666101396323499	0.666101396323499
739	XP_003730966.2	---	XP_003730966.2 trimeric intracellular cation channel type 1B.1 [Strongylocentrotus purpuratus]	---	N	8525	a	1	0.609; 0.77; 2.002	---; 1; 2.015	3	2	0.770	1.508	1.127	1.508	0.762	0.718	67.61	47.61	---	---
740	XP_003730971.1	---	XP_003730971.1 putative glucose-6-phosphate 1-epimerase [Strongylocentrotus purpuratus]	---	N	448	a	6	0.908; 1.037; 0.865	1.597; 1.584; 0.631	3	3	0.908	1.584	0.937	1.271	0.090	0.554	9.61	43.59	0.360858352810626	0.360858352810626
741	XP_003731039.2	---	XP_003731039.2 arylsulfatase [Strongylocentrotus purpuratus]	---	N	449	a	5	1.582; 0.418; 0.999	1.776; 0.645; 0.418	3	3	0.999	0.645	1.000	0.946	0.582	0.727	58.20	76.85	0.925782577381252	0.925782577381252
742	XP_003731049.2	---	XP_003731049.2 uncharacterized protein LOC100889432 [Strongylocentrotus purpuratus]	---	N	450	a	17	1.042; 0.601; 0.988	1.163; 0.787; 1.147	3	3	0.988	1.147	0.877	1.032	0.241	0.213	27.48	20.64	0.44916196757629	0.44916196757629
743	XP_003731151.1	---	XP_003731151.1 dehydrodolichyl diphosphate synthase complex subunit nus1 [Strongylocentrotus purpuratus]	---	N	451	a	2	1.243; 0.577; 0.317	1.635; 1.91; 0.571	3	3	0.577	1.635	0.712	1.372	0.478	0.707	67.13	51.53	0.251621234906504	0.251621234906503
744	XP_003731211.1	---	XP_003731211.1 peptidyl-prolyl cis-trans isomerase FKBP1A [Strongylocentrotus purpuratus]	---	N	452	a	5	0.745; 0.628; 1.663	0.634; 0.815; 1.295	3	3	0.745	0.815	1.012	0.915	0.567	0.342	56.03	37.38	0.811479959902206	0.811479959902206
745	XP_003731273.3	---	XP_003731273.3 uncharacterized protein C3orf38 homolog [Strongylocentrotus purpuratus]	---	N	7761	a	2	0.326; 1.345; 1.02	2.418; 0.331; 0.938	3	3	1.020	0.938	0.897	1.229	0.521	1.074	58.08	87.39	0.654994288118428	0.654994288118428
746	XP_003731281.1	---	XP_003731281.1 E3 ubiquitin-protein ligase RNF181 isoform X1 [Strongylocentrotus purpuratus]	---	N	7062	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
747	XP_003731415.2	---	XP_003731415.2 uncharacterized protein LOC585517 [Strongylocentrotus purpuratus]	---	N	453	a	8	1.186; 0.832; 0.982	1.158; 1.009; 0.987	3	3	0.982	1.009	1.000	1.051	0.178	0.093	17.80	8.85	0.68046483133821	0.68046483133821
748	XP_003731447.1	---	XP_003731447.1 uncharacterized protein LOC100890232 [Strongylocentrotus purpuratus]	---	N	6953	a	2	0.801; 1.32; 0.938	0.44; 1.128; 1.061	3	3	0.938	1.061	1.020	0.876	0.269	0.379	26.37	43.26	0.621728311585087	0.621728311585087
749	XP_003731509.2	---	XP_003731509.2 uncharacterized protein LOC100891499 [Strongylocentrotus purpuratus]	---	N	454	a	5	1.073; 0.89; 0.742	1.829; 0.993; 1.075	3	3	0.890	1.075	0.902	1.299	0.166	0.461	18.40	35.49	0.232657758809128	0.232657758809128
750	XP_003731527.1	---	XP_003731527.1 CXXC motif containing zinc binding protein [Strongylocentrotus purpuratus]	---	N	455	a	5	1.021; 1.303; 0.909	0.678; 1.233; 0.933	3	3	1.021	0.933	1.078	0.948	0.203	0.278	18.83	29.32	0.549549270000424	0.549549270000424
751	XP_003731536.3	---	XP_003731536.3 uncharacterized protein LOC100891361 [Strongylocentrotus purpuratus]	---	N	456	a	1	1.511; 1.271; 0.148	0.605; 0.729; 1.507	3	3	1.271	0.729	0.977	0.947	0.728	0.489	74.51	51.64	0.956069189772848	0.956069189772848
752	XP_003731589.2	---	XP_003731589.2 F-box only protein 6 [Strongylocentrotus purpuratus]	---	N	457	a	15	1.019; 1.005; 0.804	1.176; 0.995; 1.097	3	3	1.005	1.097	0.943	1.089	0.120	0.091	12.73	8.36	0.167092356895594	0.167092356895594
753	XP_003731874.2	---	XP_003731874.2 uncharacterized protein LOC100893574 [Strongylocentrotus purpuratus]	---	N	8858	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
754	XP_011660378.1	---	XP_011660378.1 phosphatidate phosphatase LPIN3 isoform X1 [Strongylocentrotus purpuratus]	---	N	458	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
755	XP_011660381.2	---	"XP_011660381.2 hydroxymethylglutaryl-CoA lyase, mitochondrial [Strongylocentrotus purpuratus]"	---	N	459	a	5	1.375; 0.822; 0.756	1.506; 1.121; 0.655	3	3	0.822	1.121	0.984	1.094	0.340	0.426	34.55	38.94	0.745065723296376	0.745065723296376
756	XP_011660390.2	---	XP_011660390.2 uncharacterized protein RAB5IF homolog [Strongylocentrotus purpuratus]	---	N	460	a	2	0.82; 1.094; 0.894	0.951; 1.531; 1.005	3	3	0.894	1.005	0.936	1.162	0.142	0.320	15.17	27.54	0.325841002641183	0.325841002641183
757	XP_011660542.1	---	XP_011660542.1 histone deacetylase 4 isoform X6 [Strongylocentrotus purpuratus]	---	N	5134	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
758	XP_011660547.1	---	XP_011660547.1 translational activator of cytochrome c oxidase 1 [Strongylocentrotus purpuratus]	---	N	461	a	7	0.888; 0.802; 0.881	0.725; 1.297; 1.033	3	3	0.881	1.033	0.857	1.018	0.048	0.286	5.60	28.09	0.390176483197808	0.390176483197808
759	XP_011660580.2	---	XP_011660580.2 serine/threonine-protein kinase PRP4 homolog [Strongylocentrotus purpuratus]	---	N	6397	e	7	1.096; 0.93; 0.958	1.446; 1.154; 0.846	3	3	0.958	1.154	0.995	1.149	0.089	0.300	8.94	26.11	0.442017334029669	0.442017334029669
760	XP_011660600.2	---	XP_011660600.2 far upstream element-binding protein 3 isoform X5 [Strongylocentrotus purpuratus]	---	N	5135	a	1	1.133; 1.207; ---	0.751; 0.81; 1	2	3	1.170	0.810	1.170	0.854	0.052	0.130	4.44	15.22	---	---
761	XP_011660643.1	---	XP_011660643.1 serine palmitoyltransferase 1 [Strongylocentrotus purpuratus]	---	N	462	a	9	1.001; 0.74; 0.929	1.119; 1.419; 0.698	3	3	0.929	1.119	0.890	1.079	0.135	0.362	15.17	33.55	0.445406019802387	0.445406019802387
762	XP_011660676.1	---	XP_011660676.1 40S ribosomal protein S19 [Strongylocentrotus purpuratus]	---	N	463	a	19	1.024; 0.914; 1.224	0.686; 0.868; 1.109	3	3	1.024	0.868	1.054	0.888	0.157	0.212	14.90	23.87	0.336557800325236	0.336557800325236
763	XP_011660703.2	---	XP_011660703.2 uncharacterized protein LOC580349 isoform X1 [Strongylocentrotus purpuratus]	---	N	464	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
764	XP_011660718.2	---	"XP_011660718.2 NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial [Strongylocentrotus purpuratus]"	---	N	465	a	11	0.845; 0.845; 1.043	0.937; 1.025; 1.424	3	3	0.845	1.025	0.911	1.129	0.114	0.260	12.51	23.03	0.254454485104418	0.254454485104418
765	XP_011660735.1	---	XP_011660735.1 60S ribosomal protein L14-like isoform X1 [Strongylocentrotus purpuratus]	---	N	466	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
766	XP_011660785.2	---	XP_011660785.2 serine/threonine-protein kinase mTOR isoform X2 [Strongylocentrotus purpuratus]	---	N	468	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
767	XP_011660799.2	---	XP_011660799.2 crustapain [Strongylocentrotus purpuratus]	---	N	469	a	3	0.795; 1.565; 0.65	0.903; 2.069; 1.121	3	3	0.795	1.121	1.003	1.364	0.492	0.620	49.05	45.45	0.473629955838529	0.473629955838529
768	XP_011660832.2	---	"XP_011660832.2 ATP-binding cassette sub-family B member 7, mitochondrial isoform X4 [Strongylocentrotus purpuratus]"	---	N	5137	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
769	XP_011660836.2	---	XP_011660836.2 carbohydrate sulfotransferase 11 isoform X1 [Strongylocentrotus purpuratus]	---	N	470	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
770	XP_011660845.2	---	XP_011660845.2 G protein-activated inward rectifier potassium channel 3 [Strongylocentrotus purpuratus]	---	N	471	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
771	XP_011660853.2	---	XP_011660853.2 roundabout homolog 1 isoform X2 [Strongylocentrotus purpuratus]	---	N	472	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
772	XP_011660886.1	---	XP_011660886.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 [Strongylocentrotus purpuratus]	---	N	473	a	10	0.994; 0.84; 0.937	1.129; 1.117; 1.173	3	3	0.937	1.129	0.924	1.140	0.078	0.029	8.44	2.54	0.0108756516215886	0.0108756516215886
773	XP_011660892.1	---	XP_011660892.1 zinc finger protein 622 [Strongylocentrotus purpuratus]	---	N	474	a	12	1.12; 0.987; 0.836	1.09; 0.993; 1.131	3	3	0.987	1.090	0.981	1.071	0.142	0.071	14.48	6.63	0.380233763401759	0.380233763401759
774	XP_011660912.1	---	"XP_011660912.1 steroidogenic acute regulatory protein, mitochondrial [Strongylocentrotus purpuratus]"	---	N	475	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
775	XP_011660932.2	---	XP_011660932.2 cortactin-binding protein 2 isoform X2 [Strongylocentrotus purpuratus]	---	N	476	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
776	XP_011661035.2	---	XP_011661035.2 ribosome-binding protein 1 isoform X2 [Strongylocentrotus purpuratus]	---	N	5138	a	2	2.266; 0.963; 0.854	0.683; 1.768; 0.604	3	3	0.963	0.683	1.361	1.018	0.786	0.650	57.75	63.85	0.591848871396214	0.591848871396214
777	XP_011661038.2	---	XP_011661038.2 ribosome-binding protein 1 isoform X5 [Strongylocentrotus purpuratus]	---	N	5138	b	3	0.926; 1.002; 1.382	1.398; 1.164; 1.133	3	3	1.002	1.164	1.103	1.232	0.244	0.145	22.12	11.77	0.477609705316531	0.47760970531653
778	XP_011661040.2	---	XP_011661040.2 ribosome-binding protein 1 isoform X7 [Strongylocentrotus purpuratus]	---	N	5138	c	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
779	XP_011661068.1	---	XP_011661068.1 uncharacterized protein LOC105436798 [Strongylocentrotus purpuratus]	---	N	6954	a	2	0.868; 0.974; 1.148	0.37; 0.986; 1.391	3	3	0.974	0.986	0.997	0.916	0.141	0.514	14.14	56.11	0.805455943991848	0.805455943991848
780	XP_011661071.1	---	XP_011661071.1 E3 ubiquitin-protein ligase SIAH1 isoform X1 [Strongylocentrotus purpuratus]	---	N	7587	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
781	XP_011661094.1	---	XP_011661094.1 nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 isoform X1 [Strongylocentrotus purpuratus]	---	N	478	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
782	XP_011661109.2	---	XP_011661109.2 protein FAM136A [Strongylocentrotus purpuratus]	---	N	479	a	8	0.755; 1.184; 1.241	0.643; 0.973; 1.178	3	3	1.184	0.973	1.060	0.931	0.266	0.270	25.09	29.00	0.587866446739498	0.587866446739498
783	XP_011661121.1	---	XP_011661121.1 ras-related protein Rab-5B [Strongylocentrotus purpuratus]	---	N	6525	h	14	0.956; 0.988; 0.964	0.719; 1.151; 1.062	3	3	0.964	1.062	0.969	0.977	0.017	0.228	1.75	23.34	0.954596534825135	0.954596534825135
784	XP_011661190.1	---	"XP_011661190.1 actin CyI, cytoplasmic [Strongylocentrotus purpuratus]"	---	N	6537	i	1	0.609; 0.174; ---	1.672; ---; 1.391	2	2	0.391	1.531	0.391	1.531	0.308	0.199	78.77	13.00	---	---
785	XP_011661236.2	---	"XP_011661236.2 LOW QUALITY PROTEIN: solute carrier family 2, facilitated glucose transporter member 5 [Strongylocentrotus purpuratus]"	---	N	480	a	6	0.746; 0.964; 0.671	1.023; 1.167; 1.093	3	3	0.746	1.093	0.794	1.094	0.152	0.072	19.14	6.58	0.0364738171547549	0.036473817154755
786	XP_011661314.1	---	XP_011661314.1 epoxide hydrolase 4-like [Strongylocentrotus purpuratus]	---	N	481	a	7	0.628; 0.502; 0.949	3.596; 1.479; 0.872	3	3	0.628	1.479	0.693	1.982	0.230	1.430	33.19	72.15	0.198000232826799	0.198000232826799
787	XP_011661325.2	---	XP_011661325.2 inositol-3-phosphate synthase 1-A-like [Strongylocentrotus purpuratus]	---	N	482	a	7	0.887; 1.385; 1.008	0.671; 1; 0.849	3	3	1.008	0.849	1.093	0.840	0.260	0.165	23.79	19.64	0.22681471989849	0.22681471989849
788	XP_011661356.1	---	XP_011661356.1 phosphatidylinositol 3-kinase regulatory subunit alpha-like [Strongylocentrotus purpuratus]	---	N	483	a	4	1; 0.865; 1.106	1.879; 0.922; 0.691	3	3	1.000	0.922	0.990	1.164	0.121	0.630	12.22	54.12	0.663490909506497	0.663490909506497
789	XP_011661385.1	---	XP_011661385.1 uncharacterized protein LOC582027 [Strongylocentrotus purpuratus]	---	N	484	a	20	0.888; 0.816; 0.864	1.368; 1.222; 0.974	3	3	0.864	1.222	0.856	1.188	0.037	0.199	4.32	16.75	0.046904099591865	0.046904099591865
790	XP_011661415.2	---	XP_011661415.2 supervillin isoform X1 [Strongylocentrotus purpuratus]	---	N	485	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
791	XP_011661454.2	---	XP_011661454.2 uncharacterized protein LOC763434 [Strongylocentrotus purpuratus]	---	N	5139	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
792	XP_011661466.2	---	"XP_011661466.2 39S ribosomal protein L39, mitochondrial isoform X2 [Strongylocentrotus purpuratus]"	---	N	486	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
793	XP_011661587.2	---	XP_011661587.2 LOW QUALITY PROTEIN: neural Wiskott-Aldrich syndrome protein [Strongylocentrotus purpuratus]	---	N	487	a	25	1.049; 0.896; 1.113	1.01; 0.806; 1.074	3	3	1.049	1.010	1.019	0.963	0.112	0.140	10.99	14.54	0.616578183746789	0.616578183746789
794	XP_011661652.2	---	XP_011661652.2 uncharacterized protein LOC100889470 [Strongylocentrotus purpuratus]	---	N	488	a	8	1.159; 1.302; 1.004	0.773; 1.083; 0.978	3	3	1.159	0.978	1.155	0.945	0.149	0.158	12.90	16.72	0.168422017491849	0.168422017491849
795	XP_011661664.1	---	"XP_011661664.1 actin, muscle isoform X1 [Strongylocentrotus purpuratus]"	---	N	6537	g	3	0.371; 0.787; 0.353	1.686; 7.59; 1.878	3	3	0.371	1.878	0.504	3.718	0.246	3.355	48.81	90.24	0.173228462849445	0.173228462849445
796	XP_011661670.2	---	XP_011661670.2 eukaryotic peptide chain release factor subunit 1 [Strongylocentrotus purpuratus]	---	N	489	a	25	1.144; 1.07; 1.063	0.889; 0.887; 0.921	3	3	1.070	0.889	1.092	0.899	0.045	0.019	4.12	2.11	0.00235604952017894	0.00235604952017894
797	XP_011661834.1	---	XP_011661834.1 uncharacterized protein LOC105437211 [Strongylocentrotus purpuratus]	---	N	490	a	3	0.721; 0.867; 1.04	0.96; 1.059; 1.843	3	3	0.867	1.059	0.876	1.287	0.160	0.484	18.26	37.61	0.234514176993993	0.234514176993993
798	XP_011661846.2	---	XP_011661846.2 uncharacterized protein LOC594074 isoform X2 [Strongylocentrotus purpuratus]	---	N	491	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
799	XP_011661860.1	---	XP_011661860.1 calcium-binding mitochondrial carrier protein Aralar1 isoform X1 [Strongylocentrotus purpuratus]	---	N	492	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
800	XP_011661868.2	---	XP_011661868.2 chromatin assembly factor 1 subunit A isoform X3 [Strongylocentrotus purpuratus]	---	N	493	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
801	XP_011661929.1	---	XP_011661929.1 adenylyltransferase and sulfurtransferase MOCS3-like [Strongylocentrotus purpuratus]	---	N	494	a	5	1.006; 0.833; 1.362	0.905; 0.673; 1.197	3	3	1.006	0.905	1.067	0.925	0.270	0.263	25.30	28.43	0.549160111780369	0.549160111780369
802	XP_011661931.1	---	XP_011661931.1 pleckstrin homology domain-containing protein 1-like [Strongylocentrotus purpuratus]	---	N	8526	a	1	0.72; 1.069; 1.709	---; 0.931; ---	3	1	1.069	0.931	1.166	0.931	0.502	0	43.05	0.00	---	---
803	XP_011661956.1	---	"XP_011661956.1 alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial [Strongylocentrotus purpuratus]"	---	N	495	a	5	0.955; 1.163; 0.823	1.876; 1.476; 0.897	3	3	0.955	1.476	0.980	1.416	0.171	0.492	17.45	34.75	0.220954813139662	0.220954813139662
804	XP_011661993.2	---	XP_011661993.2 complement C3 isoform X2 [Strongylocentrotus purpuratus]	---	N	496	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
805	XP_011662006.1	---	XP_011662006.1 EP300-interacting inhibitor of differentiation 3 [Strongylocentrotus purpuratus]	---	N	497	a	11	0.907; 1; 1.039	0.962; 0.972; 1.041	3	3	1.000	0.972	0.982	0.992	0.068	0.043	6.92	4.33	0.845034416188965	0.845034416188965
806	XP_011662007.2	---	XP_011662007.2 UBX domain-containing protein 11 [Strongylocentrotus purpuratus]	---	N	5141	a	7	1.014; 1.083; 0.951	0.886; 1.057; 0.909	3	3	1.014	0.909	1.016	0.951	0.066	0.093	6.50	9.78	0.3766657984666	0.3766657984666
807	XP_011662015.2	---	XP_011662015.2 intraflagellar transport protein 43 homolog A isoform X1 [Strongylocentrotus purpuratus]	---	N	5142	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
808	XP_011662024.2	---	XP_011662024.2 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2 isoform X3 [Strongylocentrotus purpuratus]	---	N	499	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
809	XP_011662025.2	---	XP_011662025.2 solute carrier family 12 member 8 isoform X1 [Strongylocentrotus purpuratus]	---	N	5143	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
810	XP_011662032.2	---	XP_011662032.2 uncharacterized protein LOC752155 isoform X1 [Strongylocentrotus purpuratus]	---	N	6955	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
811	XP_011662077.1	---	XP_011662077.1 tyrosine-protein kinase ABL1 [Strongylocentrotus purpuratus]	---	N	5523	g	7	0.985; 0.928; 1.318	0.809; 0.958; 1.213	3	3	0.985	0.958	1.077	0.993	0.211	0.204	19.59	20.54	0.647313561617456	0.647313561617456
812	XP_011662092.2	---	XP_011662092.2 bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7 [Strongylocentrotus purpuratus]	---	N	8361	a	1	1.312; 1.066; 0.934	1.397; 0.857; 0.899	3	3	1.066	0.899	1.104	1.051	0.192	0.300	17.39	28.54	0.809453333685565	0.809453333685565
813	XP_011662093.1	---	XP_011662093.1 ATP-dependent DNA/RNA helicase DHX36 [Strongylocentrotus purpuratus]	---	N	6490	b	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
814	XP_011662113.2	---	XP_011662113.2 uncharacterized protein LOC577135 isoform X1 [Strongylocentrotus purpuratus]	---	N	7212	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
815	XP_011662164.1	---	XP_011662164.1 telomerase protein component 1 isoform X1 [Strongylocentrotus purpuratus]	---	N	5144	a	1	1.608; 0.82; 1.169	8.529; 0.722; 0.831	3	3	1.169	0.831	1.199	3.361	0.395	4.476	32.94	133.17	0.451588344557158	0.451588344557158
816	XP_011662186.2	---	XP_011662186.2 cilia- and flagella-associated protein 300-like [Strongylocentrotus purpuratus]	---	N	5145	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
817	XP_011662242.2	---	XP_011662242.2 glycosylphosphatidylinositol anchor attachment 1 protein-like [Strongylocentrotus purpuratus]	---	N	500	a	13	0.778; 1.018; 0.821	1.247; 1.308; 1.062	3	3	0.821	1.247	0.872	1.206	0.128	0.128	14.68	10.61	0.0332628348247138	0.0332628348247138
818	XP_011662249.1	---	XP_011662249.1 mini-chromosome maintenance complex-binding protein [Strongylocentrotus purpuratus]	---	N	501	a	29	1.029; 1.02; 1.012	0.974; 0.977; 0.951	3	3	1.020	0.974	1.020	0.967	0.009	0.014	0.88	1.45	0.00519380381034455	0.00519380381034455
819	XP_011662281.2	---	XP_011662281.2 centromere protein T [Strongylocentrotus purpuratus]	---	N	502	a	2	1.203; 0.883; ---	1.954; 0.492; ---	2	2	1.043	1.223	1.043	1.223	0.226	1.034	21.67	84.55	---	---
820	XP_011662282.2	---	"XP_011662282.2 putative ribosome-binding factor A, mitochondrial [Strongylocentrotus purpuratus]"	---	N	503	a	5	0.654; 0.84; 1.055	1; 2.016; 0.9	3	3	0.840	1.000	0.850	1.305	0.201	0.617	23.65	47.28	0.290983472506916	0.290983472506916
821	XP_011662295.2	---	XP_011662295.2 DNA-directed RNA polymerase I subunit RPA34 [Strongylocentrotus purpuratus]	---	N	504	a	3	0.568; 0.968; 1.032	1.015; 0.985; 1.131	3	3	0.968	1.015	0.856	1.044	0.251	0.077	29.32	7.38	0.28413031750085	0.28413031750085
822	XP_011662316.2	---	XP_011662316.2 uncharacterized protein LOC100892229 isoform X1 [Strongylocentrotus purpuratus]	---	N	5146	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
823	XP_011662374.1	---	XP_011662374.1 SPRY domain-containing SOCS box protein 4 [Strongylocentrotus purpuratus]	---	N	505	a	2	0.969; 1.046; 0.563	1.419; 1.409; 0.949	3	3	0.969	1.409	0.859	1.259	0.260	0.269	30.27	21.37	0.137384431967325	0.137384431967325
824	XP_011662417.1	---	XP_011662417.1 soluble scavenger receptor cysteine-rich domain-containing protein SSC5D [Strongylocentrotus purpuratus]	---	N	8121	a	1	---; 0.591; ---	---; 1.409; ---	1	1	0.591	1.409	0.591	1.409	0	0	0.00	0.00	---	---
825	XP_011662460.2	---	XP_011662460.2 cytochrome P450 2C15 [Strongylocentrotus purpuratus]	---	N	5147	a	2	1.57; 0.304; 0.48	1.508; 0.568; 0.599	3	3	0.480	0.599	0.785	0.892	0.686	0.534	87.39	59.87	0.841576447191663	0.841576447191663
